PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,CRASH_DATE_x,SEX,AGE,SAFETY_EQUIPMENT,PEDPEDAL_ACTION,PEDPEDAL_LOCATION,BAC_RESULT,CRASH_DATE_EST_I,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,CRASH_TYPE,STREET_NAME,LATITUDE,LONGITUDE,LOCATION
O1970813,BICYCLE,8bbb30f6ca7e04abab5e56b8214e1c807bd0c2fa5db5e1d2ca4f6af3e6713dd8977ae3fcf72f1932e9ac67f4395e78fe77da4a74e790074766ccb38eed4779cc,12/17/2024 12:10:00 PM,M,25.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,Y,30,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,PULASKI RD,41.769511072,-87.7223800576,POINT (-87.72238005764 41.769511071961)
O1970716,BICYCLE,b5e3742c584c7a7a01500c492580c0f7c998e613ed3387b514752ccdf1430326aa481d216bb9ba6ecdf03c2f84e35fd6c9469df999d2467a24e6366606f4035d,12/17/2024 09:20:00 AM,M,33.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NO ACTION,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,NOBLE ST,41.9007699581,-87.6626758785,POINT (-87.66267587845 41.900769958104)
O1971594,BICYCLE,ab513fd84c4327b9f041615c243a09d5c8a658599a5291dbd0344059fae4e7eb26f2dcf0cd032109ff4faa6df1d830813bd177b52b2e83da194ec215808f51c9,12/17/2024 07:00:00 AM,M,,HELMET NOT USED,UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,30,UNKNOWN,UNKNOWN,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,OAKLEY BLVD,41.8867483735,-87.6842710968,POINT (-87.684271096763 41.886748373493)
O1971858,BICYCLE,e3d9ed3238b0092d5fb229e237ac621ccd4c89ed84793a585a81a0127bba4347c86509a17477b079ca1a8c4f6d740c7bf31a123b034fb1b06dc8b94f72b8a16b,12/16/2024 09:20:00 PM,M,35.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DARKNESS,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WELLS ST,41.9129184855,-87.6349124118,POINT (-87.634912411803 41.912918485456)
O1970491,BICYCLE,abd570996c35dedff99dca67d67e5f0d6896988c7454f6e24923126b5092df3a96878a7a98e920941040ce65b35ba2068d87b739465028b81208b052805bbd8d,12/16/2024 05:54:00 PM,F,,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,UNKNOWN,UNKNOWN,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,MICHIGAN AVE,41.8813710615,-87.6244917519,POINT (-87.624491751871 41.881371061538)
O1971408,BICYCLE,ab8b0f18f646180b86dbc184fb5a9ee7c68137591dd10acae4bb8c0c8190ffa1e37bcd3453969010ffbeeeef06f50653c6dd51abea8c496bc18e028f8c04f67e,12/16/2024 05:00:00 PM,M,,HELMET NOT USED,UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,MICHIGAN AVE,41.8949795111,-87.6243999705,POINT (-87.624399970455 41.8949795111)
O1971632,BICYCLE,fbc1ded74db83218ff8e24ea933cd8fd86500ae9a6d77f8f0fc352fec2f5f7d02081e43a9338b24c3148b422948dceadfb2620e7bd4689b076b280ba0d4cdb01,12/16/2024 04:53:00 PM,M,25.0,HELMET NOT USED,CROSSING - AGAINST SIGNAL,IN CROSSWALK,TEST NOT OFFERED,,30,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,ASHLAND AVE,41.9245146033,-87.6682684784,POINT (-87.668268478426 41.924514603294)
O1970100,BICYCLE,54f1f6e7c7cded7b514d0cb77dc8f7797179d83ac2b26745ea5fbba791ba685c1e239deda4ff8ce3ee7d69214e8129670ad9d42ce3ac800b69175c13d329600e,12/16/2024 11:07:00 AM,M,47.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,25,RAIN,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,GRANVILLE AVE,41.994266579,-87.6860214496,POINT (-87.68602144964 41.99426657895)
O1969994,BICYCLE,87b62cf2c5e5f1b07fedc6a4a20bc0dfdb0b39834025c0e32767fbb32852a4de25e4e8dfb76eff797d03f61b1b237dd35a27d9ebdff0d989542d92191e8b26a9,12/16/2024 08:09:00 AM,M,20.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),OTHER ACTION,BIKE LANE,TEST NOT OFFERED,Y,30,RAIN,DUSK,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,MILWAUKEE AVE,41.8957962445,-87.6549535956,POINT (-87.654953595644 41.895796244484)
O1969923,BICYCLE,ccc44388f365867777a894804b1b9b2bb1fa942e9807dcec00a5e84785743355822285f8cca853d7cd560b262b0bd3e8c0e847433dcc40b41aeb41804352f1a4,12/16/2024 07:28:00 AM,M,50.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,,Y,25,RAIN,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,WET,NO INJURY / DRIVE AWAY,AUGUSTA BLVD,41.8989090399,-87.7262498517,POINT (-87.726249851737 41.898909039942)
O1969860,NON-MOTOR VEHICLE,395b6a74f0311a2eb1baada9daabd795e1588955dca6ed6168cec7971f541c525783217b99969f6aaa504c5eb91073dcfcb0a1f3b98341edbbaa791971621db0,12/15/2024 10:19:00 PM,M,52.0,,,,,,30,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,MORGAN ST,41.7466135828,-87.6486352005,POINT (-87.648635200533 41.746613582817)
O1969861,NON-MOTOR VEHICLE,395b6a74f0311a2eb1baada9daabd795e1588955dca6ed6168cec7971f541c525783217b99969f6aaa504c5eb91073dcfcb0a1f3b98341edbbaa791971621db0,12/15/2024 10:19:00 PM,F,54.0,,,,,,30,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,MORGAN ST,41.7466135828,-87.6486352005,POINT (-87.648635200533 41.746613582817)
O1969588,BICYCLE,8d52d432f6553afeb5f895118863121b5e7707902be525a86c31f3cc973b1f25ee48f8023200fa514a81f3bca3b5044ea035ff6da7363393273d8d0247b14159,12/15/2024 03:13:00 PM,M,41.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,RAIN,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,OAKDALE AVE,41.9354403662,-87.6425438367,POINT (-87.642543836702 41.93544036623)
O1969182,BICYCLE,9f22186a8ccaea6e032f9e8bf1c6b23b2380cac08aafa18faa15a290b33f6c66ae9a5e53096a3f302b81928ddf3173d9597a542a4f7d9c1ec50b944fd3594f0a,12/15/2024 01:58:00 AM,F,31.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,IN ROADWAY,TEST NOT OFFERED,,30,FREEZING RAIN/DRIZZLE,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO INJURY / DRIVE AWAY,KEDZIE AVE,41.9321193139,-87.7075769092,POINT (-87.707576909239 41.932119313931)
O1968905,NON-MOTOR VEHICLE,4bffd81067bb5b7a30b7557b78bbca5fa07997d570ca763f6fe11ac9245eebd08a4fad45d97eea514d2954ffe79587b2d9ee05a36999e3344b4fdbc7eb0efaaa,12/14/2024 05:30:00 PM,M,34.0,NONE PRESENT,TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,30,RAIN,"DARKNESS, LIGHTED ROAD",OTHER OBJECT,T-INTERSECTION,STRAIGHT ON GRADE,WET,INJURY AND / OR TOW DUE TO CRASH,PULASKI RD,41.8877847742,-87.7260155945,POINT (-87.726015594503 41.88778477417)
O1968267,BICYCLE,6df9e0e667abb8a138096ae58b7258d138febe834ab0b22e92f009a2d8fb3c5e40675724820f8c486c528c89d73ef49d0097281ab8bbb081718bc39324cdd022,12/13/2024 07:18:00 PM,M,,HELMET NOT USED,WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,LAKE ST,41.8855418494,-87.6482289578,POINT (-87.648228957828 41.885541849448)
O1967846,BICYCLE,10e3874f3782dd132c7b10b41fba30c54d3a2eff0cad14c30129598c2d790e04b5e91d21c392a28b1ed832871b99d7e76b4a61f74fdf6fa8d966fc329564afb3,12/13/2024 12:00:00 PM,M,26.0,HELMET NOT USED,CROSSING - WITH SIGNAL,BIKE LANE,,,35,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HALSTED ST,41.8161130299,-87.645871563,POINT (-87.645871563037 41.816113029851)
O1967561,BICYCLE,b8a3193cac3e07e277d8bfc4a7a370c889580c3f9706284ff49aea16381535a6d144e5fcf1a708ea963c8f5e1dc166c74a078dc34952e08d5cabb5ccb4b24bd1,12/12/2024 08:06:00 PM,M,26.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,HALSTED ST,41.9182738614,-87.6483658157,POINT (-87.648365815685 41.91827386142)
O1969423,BICYCLE,11c27c1c3a4ed82aa2609c8ab1f93857e942794c12964d1c199c3f21bdb8554aad30ecc254c5d1e26b4bed096313b95db18b1e41a0e38ea61afd4f0119a70652,12/12/2024 07:45:00 PM,M,60.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),ENTER FROM DRIVE/ALLEY,NOT IN ROADWAY,TEST NOT OFFERED,,30,UNKNOWN,DARKNESS,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,35TH ST,41.8309356324,-87.6404175996,POINT (-87.640417599583 41.830935632398)
O1967486,BICYCLE,3d4400f41f81c19d503500a1778ba58d3c78e0045395f315b20d8e1e223ec8bdaf59c4df6ffbadff45716621e110a02e985b099c61315614d51bfcf0ccbadf27,12/12/2024 05:30:00 PM,M,60.0,HELMET NOT USED,OTHER ACTION,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DUSK,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WALLACE ST,41.8307220614,-87.6413797224,POINT (-87.641379722358 41.830722061442)
O1967101,BICYCLE,d9c5fb600f30a82317033675656d824e7c8b12bae5edbf26fb7489f376c1658791fc01ecaf00925ab46bc5de623475974056a6607117d12c9b510424dd561cd2,12/12/2024 09:10:00 AM,F,70.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST TAKEN,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HALSTED ST,41.838420388,-87.6461405274,POINT (-87.64614052743 41.838420387966)
O1966908,BICYCLE,435db6b9b1cef39f0b0e49fe51514980b2ba29205de18e6f4e75bfd7f14112998dd847f83f8e4fdeff65a613fde96660333bc30e6387d4d8b809dccfd9739748,12/11/2024 08:54:00 PM,M,21.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NOT AT INTERSECTION,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DARKNESS,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,COTTAGE GROVE AVE,41.7804993873,-87.6060786487,POINT (-87.606078648724 41.780499387276)
O1966824,BICYCLE,f9e385497556ee0c531289cf61ae7b93a91bfa6217d96864cbd863385bed65966d4c7609c4a62c58be60606bf18ef25cd8db32e4b0cabadefa545de9f5f086e6,12/11/2024 07:10:00 PM,M,30.0,HELMET NOT USED,NO ACTION,BIKEWAY,TEST NOT OFFERED,,35,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,LAKE SHORE DR SB,41.9102726887,-87.6261295056,POINT (-87.626129505641 41.910272688715)
O1966676,BICYCLE,fe8b6c03938735f83623d6092be93f74f2dc3eb740ab8c29a9f207ced6c0749d3084d97a2dc2c7d5212b1f2e57edf243e89612903e94bf70edfa393169d1e661,12/11/2024 02:56:00 PM,F,64.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),AGAINST TRAFFIC,IN ROADWAY,TEST NOT OFFERED,Y,25,CLEAR,DAYLIGHT,PEDALCYCLIST,ALLEY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,GREENVIEW AVE,42.0073475849,-87.6679904553,POINT (-87.667990455335 42.007347584948)
O1966580,BICYCLE,72369c5c5991b34e51e13cd75d9242447b4e0ab11357eef1df700d30a6d699d1c97b66caa867bac7fbd24f381d69f5a3b5380275522646564d11b83178354092,12/11/2024 01:02:00 PM,M,61.0,HELMET NOT USED,CROSSING - AGAINST SIGNAL,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,63RD ST,41.7796695116,-87.6428359736,POINT (-87.642835973559 41.779669511646)
O1966563,BICYCLE,8cbabef26d7c4e4c496db68400be0f178b5796ff235584aa3e75d96f2db9dba042bf38163b1305eef1f0fd179efe8ebc10cf7b845771c995c6c7f614b663a83f,12/11/2024 12:26:00 PM,M,33.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,FULLERTON AVE,41.9242780507,-87.7348048246,POINT (-87.734804824631 41.924278050737)
O1966492,BICYCLE,6650e3f3eb6a715be07c1af143901c87e8d77e83951837001b526ec827b243034841a4011965d8c51d91fa14a591111737dcb2c5cafb25b8565a16e8ec8d431c,12/11/2024 09:00:00 AM,M,29.0,HELMET NOT USED,CROSSING - NO CONTROLS (AT INTERSECTION),DRIVEWAY ACCESS,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,OTHER,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,PETERSON AVE,41.990729218,-87.6829794536,POINT (-87.682979453599 41.990729217961)
O1966396,BICYCLE,0d1221bd2a4d15fa2afd9d42b480328c1d4321abe0f71588071096fb05c3d5f58e7273a0457aef8669d3dd34fe027606da4a6e7abcb6e90b0aa02a49885f321d,12/11/2024 06:30:00 AM,M,53.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAWN,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,LINCOLN AVE,41.9759760899,-87.6924942225,POINT (-87.692494222533 41.975976089936)
O1966170,BICYCLE,15f41e0af7960e7cf5c91d990496c3604acf58bda10917260c6f81b04b4ef0211a85f589b2950086d21ec0446eeb6d040181a4c989b4d0b3b7fb0aba23a9bb7d,12/10/2024 05:09:00 PM,F,14.0,HELMET NOT USED,UNKNOWN/NA,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DARKNESS,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,KIMBALL AVE,41.9173867543,-87.7117575293,POINT (-87.711757529296 41.917386754254)
O1966205,BICYCLE,4c918a5071b8ed4ccfdce0ee945215d7fc361ec807c7b4fcc76db281e6de1f5730c18e3857a2b9c7a976ff5727816f9247207a74f789c2af06b96895a97cf78b,12/10/2024 04:50:00 PM,M,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,30,UNKNOWN,UNKNOWN,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,BROADWAY,41.9575915122,-87.6523171201,POINT (-87.652317120079 41.957591512158)
O1966114,BICYCLE,f036e59bdb2c34869bad660e4afe8ada6e70a4c30de25e837be7c7f0a3afece8ab921c9ef7ee46f272bc69fd1ffddbc96dd16fd76ee81ea4897ccc4773e53f4f,12/10/2024 04:30:00 PM,F,29.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,LAWRENCE AVE,41.9683354107,-87.7294802248,POINT (-87.729480224796 41.968335410699)
O1966267,BICYCLE,a5ed9c6488e26227428b357553754d50afa3805ea67a1ca1baf904876d38518eed12799f3cb0f8c4487f8678388a7b8a82197d9e9be9ff5210ae631f1933259a,12/10/2024 04:15:00 PM,F,,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,DAMEN AVE,41.9760749349,-87.6795524562,POINT (-87.679552456208 41.976074934899)
O1966100,BICYCLE,a307afa9bac01c1d69c0adb4c1dc7a9d270d156abb51385410deedc946b8cea77abba7982bfdc1c3d3c9b51ad3a77f879de4a1fcad821fa6bd2802fd42a0ffe4,12/10/2024 08:30:00 AM,M,64.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NO ACTION,BIKE LANE,TEST NOT OFFERED,Y,25,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,MILWAUKEE AVE,41.9161489683,-87.6865970949,POINT (-87.68659709491 41.916148968348)
O1965693,NON-MOTOR VEHICLE,a4b80e874b87e7dc5042e653ef303a15721364b52ec9cad2e6d2f7f49622b33b9b976e52dfd2e583f2eaab28372d1b1e5c0399a81eb42779b101d6f466eb4657,12/10/2024 12:04:00 AM,M,62.0,NONE PRESENT,,,TEST NOT OFFERED,,15,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,ALLEY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ASHLAND BLVD,42.0072606281,-87.669864175,POINT (-87.669864174982 42.007260628092)
O1965497,BICYCLE,92745ca9c08911692f1c72787ad3e03b9325dd9ef60185613068d0190cbbd4d5ea7a0309f7df2849ef2f1d9904a55c45b715c012ef315b65f0093df959d05a4f,12/09/2024 04:41:00 PM,M,69.0,HELMET NOT USED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,RAMP,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,LAKE SHORE DR SB,41.9764370125,-87.6507034791,POINT (-87.650703479122 41.976437012453)
O1965609,BICYCLE,6972e88496cd90c4ab42971e268430825a0488da6d101426d47fa5df47955eedab3816c6f5e9fd3af814f50ddd57d0a7e8172c710c8303a47fe572cfff0464bb,12/09/2024 04:30:00 PM,M,65.0,HELMET NOT USED,TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DARKNESS,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ELSTON AVE,41.9053410047,-87.6594474582,POINT (-87.659447458222 41.905341004706)
O1976241,BICYCLE,70560dbdbef7de5e7bafe29e15754d11070612f6d142d6c0e00271f4128060c3961ef516c9216d061a551f6bb06df01782067534f6999db882c54b5c15f5a3bd,12/09/2024 01:36:00 PM,M,54.0,HELMET NOT USED,WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WESTERN AVE,41.7650721073,-87.6833989392,POINT (-87.683398939222 41.765072107252)
O1965247,BICYCLE,717902250b515844a46f89be627d82bf9cbf4adce338eaa9714189e498eff5359f39394d812439b741f029a82b62f5e9a224bb0b0d6627b4121ef171b8114153,12/09/2024 09:30:00 AM,M,81.0,HELMET NOT USED,CROSSING - WITH SIGNAL,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WELLS ST,41.9039059863,-87.6346262373,POINT (-87.634626237263 41.903905986264)
O1965573,BICYCLE,e60c276ffea26d2fd4cc2f30f26e8e2b8a89d6e48318be64c2614737a6997e0faa2938d80b055373c7a6cb6aa3662ad80df907d6ea78be675a03cbc3c1160543,12/09/2024 09:00:00 AM,,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),AGAINST TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAWN,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,WENTWORTH AVE,41.8453721656,-87.631968869,POINT (-87.631968869042 41.84537216557)
O1964850,BICYCLE,74d1105d4b5cb88f3078ca0e691c82673c627bafc6f3d2a145a97e7c454371ca9bee651cd596e8a7da98eaa0c31c0c136918f56247ad72f3e260fb15746d1c7b,12/08/2024 07:54:00 PM,M,0.0,HELMET NOT USED,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),NOT IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DUSK,PEDALCYCLIST,OTHER,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,BROADWAY,41.9849161175,-87.6599618329,POINT (-87.65996183293 41.984916117491)
O1964723,BICYCLE,cbf69c8764163f417ee940375fd530a52474a3b9c8a3ace78dec8510a1d5a175cc79364de49c42df27a85e6dd6ef3eee2b3d9ee5eea71a44820e6568cb4dde1d,12/08/2024 03:59:00 PM,F,9.0,HELMET NOT USED,ENTER FROM DRIVE/ALLEY,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HERMITAGE AVE,41.7499342852,-87.667218026,POINT (-87.66721802603 41.749934285211)
O1964856,BICYCLE,ac66e6697c2069c3905c091d19e036bdc9a763c830d4cac65fe260532febe98f39033018b856aeef6551657ca239add9b5121bf9515d51eebd03b24c446a1b1f,12/08/2024 02:20:00 PM,M,15.0,HELMET NOT USED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,TEST NOT OFFERED,,20,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ARTHUR AVE,41.9994452914,-87.6892776299,POINT (-87.689277629928 41.999445291412)
O1964652,BICYCLE,bfaeb96308d79b82aacba66263cab9320bc4e84122f5810a4c6b7c4a1e3b9a7ae3d13e4a2105ccb260a0ff037f5ad8bcbc713346f53784b3948784562d856cab,12/08/2024 01:40:00 PM,M,34.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ADDISON ST,41.9471901712,-87.6632892155,POINT (-87.663289215493 41.947190171221)
O1964612,BICYCLE,afaa2b05cb253bb0560a428eb151cdfdd665743812735acb4ad88235f7459e0208d4d8b1335743413f29fd6858c411fe3ea5a1fa52312c943b3266f8b4fb2e39,12/08/2024 12:30:00 PM,M,31.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NO ACTION,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CLARK ST,41.9461531299,-87.655500028,POINT (-87.655500028016 41.946153129909)
O1964355,BICYCLE,5d62403a715c310712050bfdabcff161bdac45e65e75267ef080a3e153a69cde5af327a910301dae0d4932b2f65e911343894a233ec01a6238890b794452c5db,12/08/2024 02:41:00 AM,M,39.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,BELMONT AVE,41.9401491376,-87.6446627167,POINT (-87.644662716708 41.940149137648)
O1964315,BICYCLE,1e9064790e77442233ce38f72883a629b489d64e6c9e34d5966f848f989ecc9ef474ae7eb4e74fa1d07b5cb2df04204edfd34a6427920c82523d483b533a004f,12/07/2024 10:05:00 PM,M,27.0,HELMET NOT USED,CROSSING - WITH SIGNAL,UNKNOWN/NA,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WESTERN AVE,41.9085809036,-87.6873230028,POINT (-87.687323002783 41.90858090358)
